gene_id	zygote_1	zygote_2	zygote_3	zygote_4	zygote_5	zygote_6	zygote_7	zygote_8	zygote_9
ENSMUSG00000015659	120748	237487	266726	131038	375316	204503	0	194327	53447
ENSMUSG00000015665	0	0	0	0	0	0	347957	0	0
ENSMUSG00000015668	2638410	2656100	2233110	2668070	2229550	2487040	0	3018630	2493750
ENSMUSG00000015671	6208850	6828400	4367940	6106920	7782430	9365190	1311100	6473900	10382900
ENSMUSG00000015672	2643900	3490210	3867270	3867620	3618200	4523430	0	3004830	3592660
ENSMUSG00000015697	536536	580562	639254	633382	527327	591143	42908.6	624717	569854
ENSMUSG00000015702	4659.55	43393.7	13095	7851.43	0	0	6061.91	3353.34	0
ENSMUSG00000015709	0	0	0	0	0	5200.34	0	0	0
ENSMUSG00000015711	466104	465153	392946	530803	395296	487103	2132.17	527670	367464
ENSMUSG00000015714	275171	317459	590532	278916	212760	288314	0	407832	496298
ENSMUSG00000015721	1498750	1866780	926372	1224970	1680410	1685940	11449.1	1514380	1773510
ENSMUSG00000015733	10420900	10363200	8312910	11104100	9822710	15033000	6030810	8468610	8663280
ENSMUSG00000015745	11733.5	267741	63014	0	533594	6528.51	0	0	389521
ENSMUSG00000015747	40925.4	0	254955	118005	17127.4	20467.3	0	50079.7	29841.9
ENSMUSG00000015748	2115200	801196	1188470	1330270	1699020	953929	0	1713460	2333870
ENSMUSG00000015749	1291030	657196	2094980	915778	1640040	1797690	273729	823297	1033050
ENSMUSG00000015750	101208	29958.9	0	34637.1	63001.8	26706.6	0	18732.7	43065.5
ENSMUSG00000015755	478150	334833	398868	407907	431625	251417	1745330	226136	339771
ENSMUSG00000015757	1898610	1829060	1353950	1746510	1933030	2355220	118789	1760890	1951310
ENSMUSG00000015759	2957630	3266680	2538390	3239160	4282900	4749920	4815.5	3878120	4318060
ENSMUSG00000015766	4964620	2699840	3716950	3236960	3719000	3134560	746293	2635400	4975170
ENSMUSG00000015776	4720240	4075680	3759660	4660020	5412100	3900500	27656.2	4941000	3796480
ENSMUSG00000015787	0	77233.7	0	0	0	0	0	0	0
ENSMUSG00000015790	7694760	9840740	17120700	10517400	6150920	12016200	13689.7	6181190	6360650
ENSMUSG00000015804	11412100	13531800	7796870	11611200	13879600	13983700	635368	12923400	14267000
ENSMUSG00000015806	1199150	1303630	745861	1474400	1409570	597633	0	1779750	442687
ENSMUSG00000015812	9344570	10226000	9512550	11087500	10785300	10798100	23139.6	10398500	13261800
ENSMUSG00000015837	541973	575606	474351	520069	642378	390689	4985.96	514946	191767
ENSMUSG00000015839	539078	633396	485514	479657	700193	566387	543466	950652	260262
ENSMUSG00000015846	8857.56	48225.8	120856	0	3592.39	1819.77	0	0	4199.34
ENSMUSG00000015850	0	5353.08	0	0	0	0	0	0	0
ENSMUSG00000015869	1361080	1185820	1210540	1241520	1097570	1037870	1601540	1053380	728817
ENSMUSG00000015879	26833.1	0	0	37211.9	0	28073.1	0	0	0
ENSMUSG00000015880	1694360	1975510	1159910	2090060	1707170	2227200	281242	2137630	2260850
ENSMUSG00000015882	48724.1	21711.9	73907.5	71865.8	20979.4	21835.4	1111.39	45920.9	30942.6
ENSMUSG00000015890	0	2300.45	0	0	0	0	22988.2	0	0
ENSMUSG00000015932	636399	964506	498614	821123	851846	763346	432497	1016890	794071
ENSMUSG00000015937	551403	570049	1155850	269390	572792	696232	25415.2	482581	393622
ENSMUSG00000015942	0	0	0	0	0	0	51063.8	0	0
ENSMUSG00000015943	779032	1173310	1302180	465712	396913	418210	0	105276	92106.8
ENSMUSG00000015944	17991.9	34073.1	65829.1	126881	48292.9	57229.2	0	62035	71887
ENSMUSG00000015947	3637.53	38488.6	110688	55462	0	10314.7	0	13434.7	9934.77
ENSMUSG00000015950	0	0	0	5251.24	0	0	0	0	0
ENSMUSG00000015961	1597140	2142680	1187500	2127720	1837640	2075410	1093040	2335340	1995880
ENSMUSG00000015966	115878	217030	128904	12640.1	122489	14911.3	0	89894.3	0
ENSMUSG00000015968	37063.5	46740.4	24082.1	29873.4	32210.4	27696.6	0	20903.5	36124.8
ENSMUSG00000015970	195518	217759	236446	229710	174745	110453	0	298978	217831
ENSMUSG00000015971	700049	1320590	905550	954557	877904	1536340	89147.7	1441810	794656
ENSMUSG00000015980	168417	410647	339772	527961	35582.7	153128	0	345165	54086
ENSMUSG00000015981	212407	299680	186324	289574	292336	385869	0	182610	93486.7
ENSMUSG00000015994	774718	824294	942674	545035	575189	544030	5741.19	574464	763512
ENSMUSG00000016018	324396	210980	174948	222292	313825	371012	209979	165947	348152
ENSMUSG00000016024	451554	246188	323353	681255	290445	387898	710744	72169.4	456255
ENSMUSG00000016028	0	41692.4	83546.3	16989.5	22236.6	16346.1	0	7369.04	46688.6
ENSMUSG00000016128	1330810	624077	2453020	737040	705820	1556240	44596.7	1043020	1615180
ENSMUSG00000016150	0	0	0	0	0	21233.2	3529.53	0	0
ENSMUSG00000016179	270092	0	0	0	0	25299.4	0	149311	58881.8
ENSMUSG00000016181	197480	205068	102507	153485	112294	81292.2	541.507	95044.4	70751.6
ENSMUSG00000016194	28956.2	124519	0	0	27744.7	131293	0	163060	0
ENSMUSG00000016200	8413.01	0	22168.4	19929.9	7843.94	0	0	0	23558.8
ENSMUSG00000016239	419844	324584	187345	451447	145301	269172	751201	380755	244663
ENSMUSG00000016252	11631200	14543300	14578000	12744800	11168300	12318900	3547880	11196600	6649660
ENSMUSG00000016253	486682	902454	666064	1002210	996321	1094830	886084	772078	371796
ENSMUSG00000016256	0	4162.11	0	0	0	0	0	0	0
ENSMUSG00000016257	3569440	1849420	1979380	1476880	1607890	2468290	942309	2738780	3239330
ENSMUSG00000016308	1086880	1923900	1026180	2023120	1742360	1318960	22714.8	1346370	1155230
ENSMUSG00000016319	4840610	4700030	3453150	4326960	5675670	6977970	880683	5361470	7041660
ENSMUSG00000016327	0	0	0	0	0	0	44676.8	0	0
ENSMUSG00000016344	865708	1574110	1485860	593206	1381360	1172230	11169.2	233299	336681
ENSMUSG00000016346	0	0	614.061	0	0	0	876.406	0	0
ENSMUSG00000016382	0	88503.2	718.517	28012	44192.3	5422.23	79275.4	38546.3	63877.9
ENSMUSG00000016386	20464.5	70570.4	122893	133720	0	75490.4	0	40330.7	69427.9
ENSMUSG00000016409	437930	999757	877371	707051	305227	282190	0	339343	662079
ENSMUSG00000016427	15202100	11719700	12798600	9852400	18423400	16302900	2187140	8911950	14015900
ENSMUSG00000016458	0	0	0	0	0	0	240403	0	14916.4
ENSMUSG00000016477	0	14440.2	53416	0	0	0	0	0	0
ENSMUSG00000016481	520833	454859	455757	382921	287908	586783	0	376409	265472
ENSMUSG00000016487	57266.3	160037	20519.5	62477.4	91540.4	64085.7	1367180	112456	206629
ENSMUSG00000016494	0	0	0	0	0	0	0	0.000348187	0
ENSMUSG00000016495	90490.2	0	99709.6	61753.6	141856	356502	0	191000	141716
ENSMUSG00000016503	97657.2	206262	775757	254975	133640	114301	0	86273.8	58594.4
ENSMUSG00000016510	4788340	4400900	8669530	5857280	4571680	6543120	0	5489190	5035610
ENSMUSG00000016520	745168	880667	646499	356011	573018	504843	843.976	207468	537066
ENSMUSG00000016524	0	0	0	0	0	0	67604.1	0	0
ENSMUSG00000016526	0	0	72511	0	54050.6	0	0	0	0
ENSMUSG00000016528	0	0	0	46211.2	0	0	0	0	4806.4
ENSMUSG00000016534	10021.8	65244.2	23755.2	78494.7	22726.8	52040.3	46660	59107.5	33122.9
ENSMUSG00000016541	204082	0	0	81589.6	63736.2	73583	0	0	26445.1
ENSMUSG00000016552	120872	53738.8	542.377	89628	102418	127576	958.013	4686.47	26880.6
ENSMUSG00000016554	724591	718437	612416	800993	710631	395784	0	539272	642812
ENSMUSG00000016559	7393460	8273350	4811260	7138300	9308710	10812800	2125330	8892630	13822300
ENSMUSG00000016619	674525	544636	522696	470631	308624	451634	292659	387006	392579
ENSMUSG00000016624	62369.5	1596.25	0	1118650	0	0	0	0	0
ENSMUSG00000016626	2844110	3394640	1782020	2281260	3144640	3744700	1277170	2338180	3312380
ENSMUSG00000016637	169623	173508	100865	104811	272344	359553	0	168739	0
ENSMUSG00000016664	1545020	1143290	835671	1196270	1384080	1427110	222365	1296740	1427590
ENSMUSG00000016756	730.415	240777	577.244	142066	64506	2997.55	274.288	0	133290
ENSMUSG00000016757	57759.1	103248	7385.52	2630.75	4215.51	3076.65	0	6853.47	0
ENSMUSG00000016758	1749220	1909320	2370000	1429490	2029210	2004610	6208.25	1759320	1230860
ENSMUSG00000016763	20120.8	0	0	0	0	12812.4	0	1605.07	0
ENSMUSG00000016831	829414	342073	1956380	1629240	267474	337446	10245.7	56194.3	385908
ENSMUSG00000016833	1533520	1869370	3534360	1956350	2427270	2924670	0	2079140	1045400
ENSMUSG00000016918	0	0	0	0	0	0	129445	0	0
ENSMUSG00000016921	76994.3	4084.48	30439.2	67825.8	84716.1	16675.2	2773.31	15632.1	18976
ENSMUSG00000016933	8974.41	2822.66	2196.17	13638.6	0	3363.23	0	0	14667.1
ENSMUSG00000016940	105534	0	0	38733.1	0	203700	0	0	0
ENSMUSG00000016946	235756	282625	327049	197945	121662	120983	0	204006	152041
ENSMUSG00000016984	137829	141307	145815	169552	146887	267177	625.328	217022	146320
ENSMUSG00000016995	0	0	2029.31	0	0	0	0	0	0
ENSMUSG00000017009	0	0	994.059	1934.36	0	0	0	0	5136.29
ENSMUSG00000017057	0	0	0	0	0	0	37068.1	0	0
ENSMUSG00000017119	1473690	1638030	2012920	2754370	1011810	2673910	307989	2329650	3758460
ENSMUSG00000017132	468091	465246	623879	573738	579934	475321	0	487195	600044
ENSMUSG00000017144	187635	1967.97	1764.3	90131.6	0	218110	0	93768.4	15376.1
ENSMUSG00000017146	1161610	378030	263569	296272	608551	628435	4129.91	400799	525598
ENSMUSG00000017165	0	435837	0	0	0	97573.2	0	63946	414714
ENSMUSG00000017167	113050	78208.6	275417	102998	35946	69873	8539.23	106486	109788
ENSMUSG00000017188	1804150	1110150	1675380	2225460	1169280	1257810	0	2100680	972062
ENSMUSG00000017195	38768.2	278887	0	155160	83449.4	11483.9	0	19371.6	10419.3
ENSMUSG00000017210	290993	435597	918055	1106750	188865	283263	0	511271	209964
ENSMUSG00000017211	0	0	0	0	0	0	103922	0	0
ENSMUSG00000017221	443011	374889	598535	468214	335138	261482	6542.31	610822	328394
ENSMUSG00000017264	1779660	847403	918406	1349260	1383640	907259	925624	710979	613968
ENSMUSG00000017286	6898040	5267920	8426600	3986970	8041960	5245940	51082.5	6461360	1331680
ENSMUSG00000017288	1128600	855624	1911390	1030470	605800	413979	783223	837335	272064
ENSMUSG00000017291	389799	456660	319582	373204	440487	260028	512178	377755	472497
ENSMUSG00000017299	209730	37746.4	0	0	228742	0	0	4819.33	0
ENSMUSG00000017307	726043	612195	538346	2309590	1409220	12301.5	0	397894	402020
ENSMUSG00000017309	0	0	2166.59	8745.58	0	0	36935.3	0	0
ENSMUSG00000017311	0	0	0	0	0	0	173620	0	0
ENSMUSG00000017314	0	0	0	0	0	0	0	0	3441.34
ENSMUSG00000017344	64846.8	77278.7	152412	23107.3	185725	6976.3	0	8924.95	0
ENSMUSG00000017376	478338	617506	734344	342142	205771	88648.9	238184	564723	416185
ENSMUSG00000017386	431927	109796	274730	80193.7	238361	109985	9201.58	189997	88661.9
ENSMUSG00000017400	0	0	0	0	0	0	0	0	5189.84
ENSMUSG00000017404	338930	115834	364215	208488	108958	151068	473777	132389	74193.7
ENSMUSG00000017405	0	24696.8	0	0	0	3732.76	1249.26	0	39792.3
ENSMUSG00000017412	847151	1116.96	2706900	517.163	1.07E-11	19325.7	0	8128.07	9.41E-05
ENSMUSG00000017417	0	0	0	0	0	0	0	0	10819.5
ENSMUSG00000017418	190396	322627	13713	46617.6	211640	10900.2	163499	27972.2	159782
ENSMUSG00000017421	1766350	1564460	884330	1597890	2072750	1828330	971606	1286940	2034260
ENSMUSG00000017428	4910370	4900160	3813720	4390910	5844240	7608670	92762.7	6102500	4978120
ENSMUSG00000017453	0	0	0	0	10003.2	0	0	0	0
ENSMUSG00000017485	221071	690801	73135.6	282380	469461	187324	0	310846	355455
ENSMUSG00000017491	8497.78	38246	29988.2	23252	27690.7	2701.56	0	0	0
ENSMUSG00000017493	0	6093.06	1244.36	4425.01	0	6555.85	374644	0	0
ENSMUSG00000017499	302673	578282	378512	627495	355901	442714	2861.95	648899	288103
ENSMUSG00000017548	1457470	1092020	1416310	1046430	1209180	1612980	2226020	1316120	1693370
ENSMUSG00000017550	116785	155596	155150	102466	116568	110870	0	167281	110261
ENSMUSG00000017561	293243	148010	99997.1	456326	205629	372619	0	380486	208812
ENSMUSG00000017588	62783.9	74095	0	32891.5	0	83498.6	0	0	0
ENSMUSG00000017607	0	12164.7	0	0	0	0	0	0	0
ENSMUSG00000017615	561710	835872	709560	770387	1032500	819561	291005	775644	400331
ENSMUSG00000017631	467949	318558	617206	308242	416540	339929	0	246612	497845
ENSMUSG00000017639	89706.7	153664	61575.1	68046.6	115781	84525.4	451.578	89599.3	62552.6
ENSMUSG00000017652	0	262094	0	88368	0	0	0	0	0
ENSMUSG00000017664	1595760	948222	477803	740187	855207	1429820	0	1322880	380374
ENSMUSG00000017667	109363	97201.6	55071.5	118040	79132.4	81523.8	2156.58	37801.5	41497.5
ENSMUSG00000017670	1571.5	0	0	147922	0	157267	0	1050070	188542
ENSMUSG00000017677	152122	169231	106856	152867	57594.1	71314.9	12727.7	99045.7	98143.4
ENSMUSG00000017679	141064	159097	6147.98	84975.9	34320.9	27125.4	964661	69625.7	62694.4
ENSMUSG00000017686	632074	503218	380857	435423	380906	699337	2833.87	432065	503945
ENSMUSG00000017688	0	0	0	1853.3	0	3369.29	0	0	0
ENSMUSG00000017692	0	3671.38	0	0	0	0	126458	0	0
ENSMUSG00000017697	1112220	503422	869146	929375	1141170	1196640	0	411892	800714
ENSMUSG00000017707	131408	471637	153532	42496.5	110565	458689	16460.7	81312	35889.8
ENSMUSG00000017715	1180610	1081080	1300920	1364010	1429170	1417490	0	1031890	1052460
ENSMUSG00000017716	9549670	10306000	6274630	9537690	11202400	12438400	3606360	10759400	15810300
ENSMUSG00000017718	2296260	905191	2407450	710625	301445	711160	977572	1423580	1619890
ENSMUSG00000017721	6528.41	0	2221.23	98976.7	87692.2	0	0	0	0
ENSMUSG00000017723	0	0	0	0	0	0	0	0	182872
ENSMUSG00000017724	33179.8	0	0	0	0	0	0	0	0
ENSMUSG00000017734	0	0	579545	2260.48	0	16725.8	0	0	15077.8
ENSMUSG00000017737	62993.3	0	0	0	0	0	0	0	0
ENSMUSG00000017740	12413.5	35481.7	141478	63040.9	110186	19139.1	0	177822	55613.5
ENSMUSG00000017747	602129	210436	510454	344705	250017	195823	3200.89	398534	181375
ENSMUSG00000017754	0	9571.75	0	0	0	0	67414.6	0	0
ENSMUSG00000017756	85703.1	23857.4	165911	82642.4	57511.4	35554.9	0	78175.1	11552.5
ENSMUSG00000017760	583661	315375	4480.54	516048	0	382847	0	0	0
ENSMUSG00000017764	530358	724670	170135	513544	638335	660563	0	704761	277842
ENSMUSG00000017765	0	0	0	0	0	0	0	0	3926.04
ENSMUSG00000017767	1.47E-10	15727	174189	196540	5.61E-54	4233.41	0	78134.9	421885
ENSMUSG00000017774	246985	93274.9	123846	159184	129938	223739	85574.8	223956	164781
ENSMUSG00000017776	587475	608225	333345	637200	570637	728170	655040	598882	642158
ENSMUSG00000017778	132327	145328	995682	32858.2	136873	61974.4	0	125630	91241
ENSMUSG00000017781	948963	644235	990560	1515660	315242	624598	3643.8	705787	350227
ENSMUSG00000017801	2464950	2124480	2075080	1976240	2719620	1647320	6166.1	1280230	2367260
ENSMUSG00000017802	101174	57613.7	115732	3126.74	0	84702.3	1081.76	30759.4	26654.5
ENSMUSG00000017830	0	0	0	86634.9	0	0	315927	0	0
ENSMUSG00000017831	45118.8	55949.7	0	91545.3	0	3373.37	0	0	4839.11
ENSMUSG00000017832	0	20432.8	10267.2	0	0	0	303211	0	0
ENSMUSG00000017837	225747	379557	584538	139756	189194	197965	0	492366	79581.8
ENSMUSG00000017843	337369	362397	480222	362296	501670	394752	942494	336780	324138
ENSMUSG00000017858	2203200	1293640	1544680	897418	1497340	321566	92226.8	296817	111936
ENSMUSG00000017861	252545	236350	219215	176284	308442	360213	5437.74	301387	195056
ENSMUSG00000017868	0	0	0	0	0	0	14454.8	0	0
ENSMUSG00000017929	237620	201776	694081	197330	216705	232644	865.433	274009	623782
ENSMUSG00000017969	73805.6	253522	3819.76	259380	396609	105973	0	0	0
ENSMUSG00000017978	85252	186347	234292	231035	18508.1	51023.8	0	177840	69792.4
ENSMUSG00000017999	255136	417319	486246	290051	257056	392141	0	656878	268362
ENSMUSG00000018001	1625680	924282	61750.9	1081850	250888	1454810	16736.7	535749	697467
ENSMUSG00000018012	49940.9	14042.8	0	0	0	0	0	0	0
ENSMUSG00000018040	41614	316494	427132	67958.6	938709	697544	836.321	89662.9	193298
ENSMUSG00000018042	2599410	2301240	2836700	2810970	2473960	3361480	1553.11	2650770	2396830
ENSMUSG00000018068	77940.6	238245	57092	15580.8	156288	79198.9	86873.6	227223	31474.8
ENSMUSG00000018076	183067	166307	248500	122284	162973	164552	108647	173021	144995
ENSMUSG00000018102	1616290	2226200	1766970	2228020	2009300	2941190	0	1059460	688240
ENSMUSG00000018126	11697.7	761379	6099.33	995289	136997	1676420	0	1100650	0
ENSMUSG00000018143	0	34601.9	897.103	0	77858.4	9219.5	0	2015.56	0
ENSMUSG00000018160	1522500	1673400	647538	1364540	2089060	1144640	218891	1529490	1677170
ENSMUSG00000018166	24961.2	7509.83	0	0	4680.3	0	0	0	3805.14
ENSMUSG00000018167	121476	72661.3	283740	60306.1	371533	83051.9	0	0	0
ENSMUSG00000018168	0	0	0	0	0	7207.55	0	0	2318.06
ENSMUSG00000018169	474347	510435	497030	646958	370036	610886	0	234295	444065
ENSMUSG00000018171	3488670	3584090	1579800	3655980	3118790	2075130	212956	3499440	2633330
ENSMUSG00000018189	515152	734610	553251	844580	680526	860738	3103.16	573007	352158
ENSMUSG00000018196	0	0	0	24842.1	0	0	4571020	0	0
ENSMUSG00000018199	19713.1	917.771	1066.35	47294.9	22159.6	43049.6	0	969.528	3953.38
ENSMUSG00000018209	1350980	1628820	1575290	2108360	596767	868814	97136	1246300	1927500
ENSMUSG00000018211	0	37970	0	138052	188960	182332	0	0	764987
ENSMUSG00000018217	0	54554.9	0	39992.7	0	0	0	0	0
ENSMUSG00000018238	13921600	15222300	12885600	13231100	21648700	26959100	805320	20089100	17842900
ENSMUSG00000018239	8444700	10637700	9194390	12849800	11046600	15573800	1969470	15067300	15903300
ENSMUSG00000018259	1699180	2007600	1119640	629182	2580550	2203740	0	1420430	2214820
ENSMUSG00000018263	0	0	0	0	6546.07	0	0	0	0
ENSMUSG00000018286	8576800	8905120	8036370	9030310	9975230	10500100	5342080	10172200	10084300
ENSMUSG00000018287	6798060	7332650	6199850	8342610	8241880	8664550	134687	8564140	11828100
ENSMUSG00000018293	3212420	4496710	3008620	3044990	3611200	2460340	299213	2710800	1856640
ENSMUSG00000018322	1514870	1854650	1655190	1883740	2112140	2123360	629309	1730860	2108180
ENSMUSG00000018326	1001100	1271680	1088580	1378220	1229990	867932	1069.81	1119890	1260940
ENSMUSG00000018334	51986.6	181234	4583.64	46435.1	148940	52703.1	0	25309.1	234794
ENSMUSG00000018339	2424240	2134020	2062270	2610670	2329610	2385710	2744.31	2272900	2058990
ENSMUSG00000018340	244534	444771	439230	441893	209780	294533	614497	492256	309065
ENSMUSG00000018341	209490	74652	20326.9	222648	163627	30283.3	0	103473	86066.4
ENSMUSG00000018347	624366	949367	826233	903099	596308	693445	756329	1096110	728296
ENSMUSG00000018362	504095	611250	385252	628988	687822	728606	210862	652889	1077990
ENSMUSG00000018363	420568	361068	333558	407329	362146	259094	327713	347157	645586
ENSMUSG00000018372	1762130	1259360	1281520	1273380	1196680	1266880	2805.94	1056870	1294560
ENSMUSG00000018377	207311	229719	98868.5	239774	232014	134542	55124.2	196769	136355
ENSMUSG00000018378	380537	1144560	1066.47	228479	1196780	110035	0	356148	1188450
ENSMUSG00000018379	162673	407726	84237.1	277027	72519.2	283669	0	188812	106866
ENSMUSG00000018395	3911850	3644690	2886810	3595770	4658990	4237290	933081	4537040	4719300
ENSMUSG00000018398	0	0	0	44778.9	0	0	0	0	0
ENSMUSG00000018401	228984	185070	216094	121962	262276	104072	0	148646	182031
ENSMUSG00000018411	352277	0	0	167235	109488	0	350367	5360.36	24928.8
ENSMUSG00000018412	206856	326286	126543	281571	198280	204620	0	94880.5	116869
ENSMUSG00000018415	822353	819977	806897	880906	761107	734932	166071	824872	554699
ENSMUSG00000018417	2838270	2793050	4888280	4889490	630547	1417470	97317.7	4515530	716172
ENSMUSG00000018425	212772	200850	49497.1	207196	83019.2	144207	175261	210172	130681
ENSMUSG00000018427	517953	463432	456970	714182	651629	525103	210632	563930	510350
ENSMUSG00000018428	1109370	831803	722197	727889	977963	995390	2135.7	694960	567796
ENSMUSG00000018433	412125	205006	652.725	0	95767.9	0	0	14330.9	30342.5
ENSMUSG00000018442	2646160	1532370	1746380	1209020	1491240	1000830	804.603	1478510	1056450
ENSMUSG00000018446	190369	681599	55798.8	202090	370950	164212	2005.1	322884	699746
ENSMUSG00000018449	5678050	4918230	6364600	3314780	4353440	5028510	27247	3457270	5321450
ENSMUSG00000018459	0	0	0	0	0	0	5526.42	0	0
ENSMUSG00000018470	5205.63	0	0	0	0	0	0	0	0
ENSMUSG00000018474	67765.4	125138	15150.8	37528.3	108692	8250.87	0	2321.74	0.0562826
ENSMUSG00000018476	129957	179450	157945	173105	192906	153801	10462.5	125188	149117
ENSMUSG00000018481	174888	265782	142660	247491	245941	151165	0	175974	94095.6
ENSMUSG00000018500	0	101756	0	0	0	0	0	0	0
ENSMUSG00000018501	3280210	2387290	2840820	2882410	2066330	3258100	835467	2495310	2646010
ENSMUSG00000018507	3916.45	60638.4	20380.8	68771	105807	3319.94	145126	126335	0
ENSMUSG00000018509	1156970	2585240	2235780	1497630	1478550	2046160	8207.84	1798520	1501330
ENSMUSG00000018537	0	121267	118398	110735	0	0	51820.9	0	0
ENSMUSG00000018541	490341	476732	550351	520773	363884	517079	3743.91	441688	464309
ENSMUSG00000018543	0	20505.7	0	0	0	0	0	0	0
ENSMUSG00000018547	0	74267.1	0	0	0	0	0	0	0
ENSMUSG00000018548	143409	262525	210721	188969	102759	180685	7048.11	210103	226943
ENSMUSG00000018554	1260140	1431530	2494390	1195300	819434	1037740	0	784965	770350
ENSMUSG00000018559	253353	147703	26773.7	346347	95485.6	174066	0	139802	9275.58
ENSMUSG00000018565	7434820	9098220	9830440	7421290	8379790	9118290	168637	10505100	9663570
ENSMUSG00000018567	431573	546211	1446440	380473	396416	286412	0	239329	183273
ENSMUSG00000018569	0	0	0	194431	690526	37620.4	0	0	89256.7
ENSMUSG00000018570	0	0	0	0	0	0	7668.02	0	0
ENSMUSG00000018572	497609	545873	636957	784352	802065	632481	293932	389000	1731500
